ID_CLIENT;DATE_ENTREE;NOM;PAYS;SEXE;AGE;MEMBRE_ACTIF
15782121;2018-04-01 00:00:00;Leonard;France;F;27;No
15666032;2019-04-01 00:00:00;Mancini;Espagne;H;28;No
15626898;2013-02-01 00:00:00;Teng;France;H;30;No
15679738;2012-04-01 00:00:00;Brown;Espagne;F;35;No
15809286;2012-01-01 00:00:00;Burke;Allemagne;H;37;No
15736990;2017-02-01 00:00:00;Chuang;France;H;28;No
15573798;2014-03-01 00:00:00;Yermolayev;France;F;36;No
15775590;2018-02-01 00:00:00;Mackay;Allemagne;F;48;No
15609824;2013-05-01 00:00:00;Fedorov;France;F;41;No
15681671;2018-06-01 00:00:00;Nkemjika;Allemagne;H;28;Yes
15764841;2020-05-01 00:00:00;Vidler;France;F;35;Yes
15644856;2018-02-01 00:00:00;Bird;Espagne;H;38;No
15629603;2012-02-01 00:00:00;Chuang;France;H;31;Yes
15680421;2010-03-01 00:00:00;Challis;France;F;42;No
15804586;2014-05-01 00:00:00;Lin;France;F;46;No
15672132;2013-03-01 00:00:00;Butusov;France;F;42;No
15741988;2012-04-01 00:00:00;Marino;Allemagne;F;52;No
15608873;2018-05-01 00:00:00;Smith;France;H;51;No
15778936;2011-02-01 00:00:00;Ingamells;France;H;33;No
15753332;2012-03-01 00:00:00;Loftus;Allemagne;H;48;No
15569209;2015-06-01 00:00:00;Amaechi;Espagne;F;34;Yes
15798256;2019-03-01 00:00:00;Takasuka;France;F;45;No
15788483;2020-01-01 00:00:00;Kerr;Espagne;H;38;No
15761775;2012-04-01 00:00:00;Myers;Allemagne;H;20;Yes
15646521;2019-02-01 00:00:00;Fan;Espagne;F;36;Yes
15699430;2010-04-01 00:00:00;Davide;France;F;35;No
15627395;2013-03-01 00:00:00;Manners;Allemagne;H;41;Yes
15659428;2014-05-01 00:00:00;Maggard;Espagne;F;42;Yes
15807900;2013-01-01 00:00:00;Chineze;France;H;36;Yes
15621687;2020-01-01 00:00:00;Mackay;France;H;112;No
15813871;2018-03-01 00:00:00;Hs?;France;H;47;No
15567725;2013-06-01 00:00:00;Kodilinyechukwu;France;F;46;Yes
15618446;2012-02-01 00:00:00;Nnonso;France;F;50;Yes
15751120;2018-05-01 00:00:00;Loyau;France;F;36;No
15613216;2019-03-01 00:00:00;Cameron;Espagne;F;39;No
15704509;2012-05-01 00:00:00;Tan;France;H;35;No
15648075;2015-06-01 00:00:00;Hebert;Allemagne;F;47;No
15663161;2015-06-01 00:00:00;Chiu;Allemagne;F;51;No
15644174;2016-03-01 00:00:00;Marchesi;Allemagne;H;27;Yes
15770548;2017-03-01 00:00:00;Lucchese;Allemagne;F;28;No
15748597;2015-01-01 00:00:00;Chester;Espagne;H;56;Yes
15775318;2017-03-01 00:00:00;Lu;Espagne;F;51;Yes
15720893;2011-06-01 00:00:00;Gilbert;Espagne;F;34;No
15702190;2015-01-01 00:00:00;Fan;Espagne;H;43;Yes
15594651;2016-01-01 00:00:00;Milani;France;H;38;Yes
15707291;2012-02-01 00:00:00;Percy;Allemagne;H;48;Yes
15688612;2013-01-01 00:00:00;Campos;France;H;33;No
15620507;2015-05-01 00:00:00;Siciliani;Allemagne;F;30;Yes
15571476;2020-03-01 00:00:00;Kelly;Espagne;H;38;No
15685357;2012-05-01 00:00:00;Wright;Espagne;F;36;Yes
15752838;2014-04-01 00:00:00;Lucas;Espagne;H;116;Yes
15641782;2013-03-01 00:00:00;Humphries;France;F;31;Yes
15723299;2016-01-01 00:00:00;Sorokina;France;H;53;Yes
15655903;2014-05-01 00:00:00;Michael;Espagne;F;34;Yes
15680918;2012-04-01 00:00:00;Freeman;Espagne;H;34;No
15790809;2013-02-01 00:00:00;Lo Duca;Espagne;H;40;No
15605804;2010-06-01 00:00:00;Watson;France;H;45;No
15693926;2020-05-01 00:00:00;Pan;Espagne;H;37;Yes
15662152;2011-05-01 00:00:00;Trevisan;France;F;38;No
15568046;2013-05-01 00:00:00;Izuchukwu;France;H;24;No
15567437;2013-06-01 00:00:00;Emenike;Allemagne;F;30;Yes
15638231;2018-06-01 00:00:00;Chung;Espagne;F;62;Yes
15702801;2017-04-01 00:00:00;Ts'ao;France;F;29;No
15575883;2018-05-01 00:00:00;Manna;France;H;34;No
15669342;2018-03-01 00:00:00;Ferri;Allemagne;H;35;No
15580068;2015-04-01 00:00:00;Buccho;Espagne;H;35;Yes
15656249;2017-04-01 00:00:00;Esposito;France;F;34;Yes
15694444;2012-06-01 00:00:00;Buttenshaw;Allemagne;F;110;No
15700046;2016-01-01 00:00:00;Yuan;France;H;41;No
15614361;2011-03-01 00:00:00;Liao;Espagne;H;42;Yes
15809722;2012-03-01 00:00:00;Ankudinov;France;F;40;No
15808846;2017-02-01 00:00:00;Horton;Allemagne;F;21;Yes
15696812;2014-03-01 00:00:00;Lazareva;Espagne;H;120;Yes
15762331;2011-02-01 00:00:00;Moss;France;H;37;No
15757521;2018-06-01 00:00:00;Ricci;France;H;35;Yes
15804104;2011-06-01 00:00:00;Romani;France;H;28;Yes
15712903;2017-06-01 00:00:00;Diaz;France;F;21;Yes
15595766;2015-02-01 00:00:00;Watts;Espagne;H;37;Yes
15616833;2018-06-01 00:00:00;Wang;Espagne;H;27;Yes
15667889;2014-02-01 00:00:00;Akobundu;France;F;37;No
15654625;2012-03-01 00:00:00;Wilson;Allemagne;H;39;Yes
15649150;2015-01-01 00:00:00;Buddicom;France;F;53;No
15730353;2011-04-01 00:00:00;Olisaemeka;Allemagne;H;29;No
15724838;2016-05-01 00:00:00;Moretti;France;F;43;No
15757897;2017-01-01 00:00:00;Binder;France;F;26;Yes
15776518;2016-01-01 00:00:00;Pugh;France;F;38;Yes
15737051;2012-06-01 00:00:00;Denisov;France;H;27;No
15673907;2012-06-01 00:00:00;Alexander;France;H;20;No
15600832;2011-04-01 00:00:00;Moss;France;F;43;No
15602731;2015-04-01 00:00:00;Wong;France;H;31;No
15660316;2019-04-01 00:00:00;Stephenson;Allemagne;F;34;No
15604732;2011-02-01 00:00:00;Milani;France;F;30;No
15694381;2012-06-01 00:00:00;Lloyd;France;H;51;No
15683007;2015-05-01 00:00:00;Torode;Allemagne;F;25;No
15780514;2012-03-01 00:00:00;Fuller;France;H;33;No
15726153;2015-02-01 00:00:00;Fanucci;France;H;31;Yes
15680804;2014-01-01 00:00:00;Abbott;France;H;29;Yes
15795511;2016-02-01 00:00:00;Vasiliev;Allemagne;H;39;No
15651144;2018-05-01 00:00:00;Yao;Allemagne;F;35;No
15646609;2019-03-01 00:00:00;Chao;France;H;33;No
15585768;2014-05-01 00:00:00;Cameron;Allemagne;H;41;Yes
15573876;2012-06-01 00:00:00;Chia;Espagne;H;48;No
15612050;2012-04-01 00:00:00;Castiglione;Espagne;F;48;Yes
15700854;2012-05-01 00:00:00;Cunningham;Espagne;H;35;No
15581551;2012-05-01 00:00:00;Yobachukwu;Espagne;H;41;Yes
15730590;2019-04-01 00:00:00;Ko;Allemagne;F;40;No
15735330;2019-01-01 00:00:00;Sung;France;H;37;No
15571778;2010-04-01 00:00:00;Trentini;France;F;55;No
15723053;2012-03-01 00:00:00;T'ang;Allemagne;H;32;Yes
15787550;2017-04-01 00:00:00;Chao;France;H;69;Yes
15655632;2018-06-01 00:00:00;MacDonald;France;H;27;No
15803976;2010-06-01 00:00:00;Efremov;France;F;31;No
15611800;2013-03-01 00:00:00;Loggia;France;F;62;Yes
15732199;2011-04-01 00:00:00;Gether;Espagne;H;31;Yes
15753969;2015-01-01 00:00:00;K'ung;Espagne;H;123;Yes
15776605;2013-06-01 00:00:00;Bradley;Espagne;H;36;No
15579131;2013-04-01 00:00:00;Ricci;France;H;25;Yes
15680046;2012-03-01 00:00:00;Onochie;Espagne;H;36;No
15580203;2014-01-01 00:00:00;Kennedy;Espagne;H;39;No
15729087;2011-06-01 00:00:00;Suttor;Allemagne;H;54;Yes
15657107;2012-02-01 00:00:00;Angelo;Espagne;F;46;No
15649160;2017-02-01 00:00:00;Vavilov;France;F;38;Yes
15612627;2015-05-01 00:00:00;Ozuluonye;Allemagne;H;29;No
15768295;2013-03-01 00:00:00;Warner;France;F;34;Yes
15630321;2017-06-01 00:00:00;Hu;France;H;44;No
15596011;2011-05-01 00:00:00;Artyomova;Espagne;H;34;Yes
15617476;2015-02-01 00:00:00;Manfrin;France;F;108;Yes
15730830;2017-03-01 00:00:00;Dale;France;F;30;Yes
15713644;2015-06-01 00:00:00;Marshall;Espagne;H;22;No
15807245;2019-06-01 00:00:00;McKay;Allemagne;F;41;No
15672246;2018-03-01 00:00:00;Jefferies;Allemagne;H;43;Yes
15643794;2018-06-01 00:00:00;Bennett;Espagne;F;105;Yes
15760641;2019-03-01 00:00:00;Gerald;Allemagne;H;26;Yes
15573854;2015-03-01 00:00:00;Chukwujekwu;France;H;62;Yes
15627220;2011-02-01 00:00:00;Kang;Allemagne;F;43;No
15724851;2011-03-01 00:00:00;Farmer;Allemagne;H;31;No
15792064;2015-04-01 00:00:00;Pai;Allemagne;H;53;No
15599386;2015-06-01 00:00:00;Black;Allemagne;H;28;Yes
15603170;2011-02-01 00:00:00;Kang;France;H;32;No
15707634;2018-01-01 00:00:00;Anenechukwu;France;F;32;Yes
15659807;2012-05-01 00:00:00;Nwachinemelu;Espagne;H;41;Yes
15638257;2020-05-01 00:00:00;P'an;Espagne;F;54;Yes
15659962;2017-01-01 00:00:00;McIntosh;France;H;60;Yes
15615477;2019-01-01 00:00:00;Ignatyeva;Espagne;F;44;No
15729040;2018-01-01 00:00:00;Lamb;France;H;42;No
15593601;2014-04-01 00:00:00;Isayev;France;H;34;Yes
15597909;2013-05-01 00:00:00;Johnstone;Allemagne;H;33;No
15583849;2017-02-01 00:00:00;Ts'ai;France;H;40;No
15675422;2011-05-01 00:00:00;Conway;France;F;32;Yes
15589449;2017-02-01 00:00:00;Frye;France;F;56;Yes
15649853;2017-02-01 00:00:00;Craig;France;F;123;Yes
15654229;2019-03-01 00:00:00;O'Neill;Espagne;H;47;Yes
15760849;2018-06-01 00:00:00;Nwachukwu;France;H;39;Yes
15806486;2020-03-01 00:00:00;Cunningham;France;F;48;No
15750837;2020-01-01 00:00:00;Landseer;Allemagne;H;41;Yes
15741429;2011-05-01 00:00:00;Hudson;Espagne;F;31;Yes
15799932;2010-03-01 00:00:00;Iweobiegbunam;France;H;24;Yes
15783882;2015-03-01 00:00:00;Daly;Espagne;F;41;Yes
15623730;2019-01-01 00:00:00;Ch'iu;France;H;34;Yes
15737408;2014-03-01 00:00:00;L?;France;F;41;No
15793324;2011-04-01 00:00:00;McKenzie;Espagne;H;32;Yes
15701096;2012-04-01 00:00:00;De Garis;France;H;44;No
15613699;2013-05-01 00:00:00;Schnaars;France;F;60;No
15811842;2013-04-01 00:00:00;Artemyeva;Espagne;H;26;Yes
15716134;2015-01-01 00:00:00;Russo;France;H;40;Yes
15617617;2013-01-01 00:00:00;Stewart;Espagne;H;39;Yes
15680855;2018-01-01 00:00:00;Iloabuchi;France;H;33;Yes
15626900;2019-06-01 00:00:00;Kung;France;H;29;Yes
15752588;2019-04-01 00:00:00;Vasilyeva;France;H;36;Yes
15672610;2016-04-01 00:00:00;Somadina;Espagne;H;40;No
15641009;2017-06-01 00:00:00;Wilhelm;France;H;37;No
15598586;2010-05-01 00:00:00;Wetherspoon;France;H;31;Yes
15700772;2011-03-01 00:00:00;Nebechi;France;H;44;No
15697567;2016-06-01 00:00:00;Bazarova;France;H;33;Yes
15665087;2012-03-01 00:00:00;Bergamaschi;Allemagne;F;26;Yes
15646817;2011-01-01 00:00:00;Chiekwugo;France;H;51;No
15763218;2019-03-01 00:00:00;Akeroyd;France;F;41;Yes
15584271;2015-01-01 00:00:00;Donaldson;France;H;59;Yes
15605036;2011-02-01 00:00:00;Pisano;Espagne;F;37;Yes
15728823;2010-01-01 00:00:00;Sharwood;Espagne;F;37;No
15633474;2018-05-01 00:00:00;Whitehead;France;H;51;Yes
15798709;2017-01-01 00:00:00;Gill;Espagne;H;32;Yes
15654878;2013-02-01 00:00:00;Yobanna;France;H;29;Yes
15746726;2012-05-01 00:00:00;Doyle;Allemagne;H;31;No
15579566;2017-06-01 00:00:00;Li Fonti;Espagne;F;43;No
15774882;2017-02-01 00:00:00;Mazzanti;France;F;35;Yes
15601045;2012-03-01 00:00:00;Angelo;Espagne;H;37;No
15770255;2010-02-01 00:00:00;Onwughara;Allemagne;F;33;No
15796790;2012-05-01 00:00:00;Amaechi;France;F;47;No
15718852;2011-05-01 00:00:00;Uren;France;H;56;Yes
15751774;2016-02-01 00:00:00;Monnier;France;H;76;Yes
15754874;2016-05-01 00:00:00;Nwoye;France;H;26;No
15735106;2014-01-01 00:00:00;Bishop;Espagne;H;28;No
15622117;2012-06-01 00:00:00;Fries;Espagne;F;31;No
15730738;2011-04-01 00:00:00;Chiang;Espagne;H;31;Yes
15649430;2016-05-01 00:00:00;White;France;H;28;Yes
15663826;2017-03-01 00:00:00;Brim;Espagne;F;66;Yes
15578787;2016-01-01 00:00:00;Goddard;France;F;52;No
15780561;2011-06-01 00:00:00;Hay;France;F;39;No
15608886;2019-01-01 00:00:00;Okwudiliolisa;France;F;33;No
15653857;2018-02-01 00:00:00;Wallis;France;H;34;Yes
15628904;2012-01-01 00:00:00;Bowen;Espagne;H;35;Yes
15624437;2019-02-01 00:00:00;Johnson;Espagne;F;32;Yes
15590676;2019-03-01 00:00:00;Kharlamova;France;H;34;No
15775294;2018-05-01 00:00:00;Weber;France;F;31;No
15798895;2014-04-01 00:00:00;Okonkwo;France;F;59;No
15763625;2011-05-01 00:00:00;Hazon;Espagne;H;41;No
15725882;2019-03-01 00:00:00;Feng;Allemagne;F;40;Yes
15622289;2011-05-01 00:00:00;Rizzo;Espagne;F;36;Yes
15695078;2017-01-01 00:00:00;Kemp;France;H;32;Yes
15645956;2017-06-01 00:00:00;Jideofor;Espagne;H;44;No
15748995;2011-05-01 00:00:00;Ifeajuna;Espagne;H;30;Yes
15785042;2012-04-01 00:00:00;Hsiung;France;F;31;No
15749093;2016-05-01 00:00:00;Tretyakova;France;H;43;No
15767391;2016-06-01 00:00:00;Otutodilinna;Allemagne;F;32;Yes
15633546;2017-01-01 00:00:00;Frederick;Espagne;F;33;No
15637891;2016-02-01 00:00:00;Docherty;Allemagne;F;43;Yes
15806407;2016-05-01 00:00:00;Wilson;France;F;37;No
15809616;2012-06-01 00:00:00;Hsiung;Espagne;H;26;No
15641773;2018-01-01 00:00:00;Browne;Allemagne;H;45;Yes
15618258;2015-04-01 00:00:00;Chizuoke;Espagne;H;37;No
15811177;2017-04-01 00:00:00;Beneventi;France;F;31;No
15789936;2018-01-01 00:00:00;T'ao;France;F;33;No
15702380;2014-03-01 00:00:00;De Luca;Espagne;H;64;Yes
15720702;2017-04-01 00:00:00;Shih;France;H;37;No
15697283;2012-06-01 00:00:00;Mackenzie;Espagne;H;23;No
15579915;2016-06-01 00:00:00;Glennon;France;H;29;No
15566295;2014-02-01 00:00:00;Sanders;France;F;33;No
15694628;2016-04-01 00:00:00;Walker;Allemagne;F;39;No
15812611;2015-01-01 00:00:00;Lorimer;Espagne;F;30;Yes
15629323;2016-06-01 00:00:00;Kelechi;Allemagne;F;37;No
15707968;2012-05-01 00:00:00;Akobundu;Espagne;H;36;No
15677317;2016-04-01 00:00:00;Ankudinova;France;F;29;Yes
15669414;2011-02-01 00:00:00;Pisano;Allemagne;H;62;No
15636521;2019-04-01 00:00:00;Feng;Espagne;F;30;Yes
15813697;2018-03-01 00:00:00;Onyekaozulu;Allemagne;F;44;Yes
15581479;2019-02-01 00:00:00;Archer;France;H;30;Yes
15616028;2018-04-01 00:00:00;T'ao;France;H;30;Yes
15815552;2014-03-01 00:00:00;Ferguson;France;F;42;Yes
15784445;2019-02-01 00:00:00;Huang;Espagne;H;33;No
15675501;2015-05-01 00:00:00;Woods;France;H;59;Yes
15654096;2010-01-01 00:00:00;Johnston;Allemagne;F;24;No
15674727;2015-06-01 00:00:00;Lazarev;France;F;42;Yes
15586133;2018-02-01 00:00:00;Pisano;Allemagne;F;44;No
15772892;2018-01-01 00:00:00;Robertson;France;F;49;No
15778861;2014-05-01 00:00:00;Wallace;Espagne;H;33;No
15718242;2019-01-01 00:00:00;Wollstonecraft;Allemagne;F;47;No
15667265;2016-01-01 00:00:00;Cavenagh;France;H;39;Yes
15571689;2015-06-01 00:00:00;Kelechi;France;F;37;Yes
15580146;2011-01-01 00:00:00;Hung;France;H;31;No
15653572;2012-03-01 00:00:00;Thornton;Espagne;H;43;Yes
15725698;2016-02-01 00:00:00;Panicucci;Espagne;F;35;Yes
15761713;2013-02-01 00:00:00;Johnstone;France;F;43;No
15692259;2011-01-01 00:00:00;Baresi;France;F;29;No
15583480;2016-02-01 00:00:00;Morgan;France;F;36;Yes
15770554;2016-05-01 00:00:00;Fraser;France;H;31;Yes
15775803;2019-04-01 00:00:00;Cawker;Espagne;H;41;Yes
15642041;2019-05-01 00:00:00;Burns;Allemagne;H;40;No
15668695;2015-03-01 00:00:00;Endrizzi;France;F;22;No
15591698;2011-06-01 00:00:00;P'eng;Allemagne;F;49;No
15784761;2013-05-01 00:00:00;Ballard;Espagne;F;46;Yes
15740283;2019-01-01 00:00:00;Ewing;France;H;29;No
15726088;2014-05-01 00:00:00;Vinogradova;France;H;40;Yes
15742172;2011-01-01 00:00:00;Williamson;Allemagne;H;32;No
15615177;2014-06-01 00:00:00;Ebelegbulam;Espagne;H;28;Yes
15579914;2018-03-01 00:00:00;Garcia;Allemagne;H;30;Yes
15753840;2014-02-01 00:00:00;Brown;Espagne;F;32;Yes
15791743;2019-06-01 00:00:00;Corbett;France;H;32;Yes
15701972;2017-06-01 00:00:00;Parsons;France;H;35;Yes
15711468;2013-01-01 00:00:00;Tennant;France;F;32;Yes
15776850;2019-02-01 00:00:00;Smith;Espagne;F;43;Yes
15784844;2015-05-01 00:00:00;K'ung;Espagne;H;48;No
15751022;2010-02-01 00:00:00;Bowhay;Allemagne;F;37;Yes
15575619;2019-01-01 00:00:00;Teakle;Espagne;F;32;Yes
15662189;2017-05-01 00:00:00;Durant;Espagne;H;33;Yes
15665811;2011-01-01 00:00:00;Parry;France;H;33;No
15664802;2015-01-01 00:00:00;Chinweuba;France;F;42;No
15696637;2010-06-01 00:00:00;Sung;France;F;23;Yes
15612594;2017-06-01 00:00:00;Ifeanacho;Espagne;H;25;Yes
15769272;2014-05-01 00:00:00;Clark;France;F;26;No
15657449;2017-03-01 00:00:00;Chukwuma;Allemagne;H;25;No
15700487;2014-06-01 00:00:00;Osonduagwuike;France;H;46;No
15784280;2018-04-01 00:00:00;Reilly;Allemagne;H;35;Yes
15770345;2019-02-01 00:00:00;Kovaleva;Espagne;F;31;Yes
15795737;2017-06-01 00:00:00;McNaughtan;Espagne;F;47;Yes
15804075;2017-03-01 00:00:00;Chuang;Allemagne;F;36;No
15617078;2014-06-01 00:00:00;Ewing;France;F;44;No
15703264;2011-01-01 00:00:00;Chukwufumnanya;France;H;44;No
15619892;2012-06-01 00:00:00;Page;Espagne;H;18;No
15697678;2014-05-01 00:00:00;Maxwell;Allemagne;H;36;Yes
15688059;2011-02-01 00:00:00;Chin;Allemagne;F;42;Yes
15777873;2015-06-01 00:00:00;Downer;France;F;31;No
15641043;2013-03-01 00:00:00;Scott;Espagne;H;35;Yes
15691703;2012-05-01 00:00:00;Shih;France;H;47;Yes
15665524;2015-03-01 00:00:00;Savage;Espagne;H;41;No
15740072;2018-03-01 00:00:00;Padovesi;France;F;37;Yes
15804072;2015-05-01 00:00:00;Chen;Espagne;F;42;No
15750549;2019-04-01 00:00:00;Akobundu;Allemagne;H;30;Yes
15663438;2020-03-01 00:00:00;Andrejew;Espagne;H;114;No
15767474;2011-06-01 00:00:00;Lorenzo;France;F;57;Yes
15705281;2011-03-01 00:00:00;Burt;Espagne;H;38;No
15627412;2017-06-01 00:00:00;Ferri;France;H;39;No
15733797;2015-02-01 00:00:00;Sal;France;H;36;No
15785078;2017-04-01 00:00:00;Fomin;Espagne;H;26;No
15707362;2019-06-01 00:00:00;Yin;Allemagne;H;43;Yes
15796413;2014-04-01 00:00:00;Green;France;H;46;No
15643378;2019-05-01 00:00:00;Muir;France;H;42;Yes
15768342;2012-04-01 00:00:00;Bolton;France;H;52;Yes
15615473;2018-05-01 00:00:00;Sabbatini;France;F;33;No
15796958;2013-04-01 00:00:00;Tang;France;H;39;No
15768006;2017-06-01 00:00:00;Wu;France;H;34;No
15627000;2020-01-01 00:00:00;Freeman;France;H;40;No
15585533;2014-04-01 00:00:00;Calabrese;France;H;36;Yes
15711921;2015-01-01 00:00:00;Scott;France;H;29;Yes
15782569;2011-02-01 00:00:00;Stout;France;F;72;Yes
15760177;2011-06-01 00:00:00;Lombardi;Espagne;H;37;Yes
15714227;2013-04-01 00:00:00;Kelly;France;F;53;Yes
15755196;2018-05-01 00:00:00;Lavine;France;F;49;No
15605622;2016-05-01 00:00:00;McMillan;Espagne;H;28;Yes
15706799;2016-04-01 00:00:00;Macknight;Espagne;H;44;No
15590623;2016-02-01 00:00:00;Kovalyov;Espagne;H;34;Yes
15651585;2018-06-01 00:00:00;Power;Allemagne;H;113;Yes
15700657;2018-04-01 00:00:00;Thornton;Allemagne;F;40;No
15733297;2010-02-01 00:00:00;Sinclair;France;F;38;Yes
15583764;2019-06-01 00:00:00;Wilkes;Allemagne;H;31;No
15654000;2015-05-01 00:00:00;Algarin;France;F;35;No
15653253;2012-05-01 00:00:00;Pagnotto;Espagne;H;48;Yes
15729970;2012-06-01 00:00:00;Ugochukwu;Allemagne;H;29;Yes
15734524;2017-05-01 00:00:00;Wang;France;H;51;No
15781127;2012-03-01 00:00:00;Giordano;Espagne;F;33;Yes
15643916;2012-04-01 00:00:00;Munro;Espagne;H;46;Yes
15664668;2011-03-01 00:00:00;Zarate;France;F;42;Yes
15584113;2016-06-01 00:00:00;Pratt;Allemagne;F;53;Yes
15646615;2019-06-01 00:00:00;Muir;Allemagne;H;28;Yes
15777436;2015-01-01 00:00:00;Murray;Espagne;F;31;No
15602909;2010-01-01 00:00:00;Dickson;Espagne;F;41;Yes
15629575;2018-02-01 00:00:00;Wheare;France;H;36;No
15701946;2016-06-01 00:00:00;Ndubueze;France;H;34;No
15726945;2012-04-01 00:00:00;Andreev;France;F;72;Yes
15675320;2015-05-01 00:00:00;Leonard;Espagne;F;40;No
15651958;2012-05-01 00:00:00;Giles;France;H;27;Yes
15681068;2018-05-01 00:00:00;Chinagorom;France;F;45;Yes
15682533;2013-05-01 00:00:00;Hughes;France;F;39;Yes
15639576;2011-01-01 00:00:00;Burns;France;H;26;No
15620557;2016-03-01 00:00:00;Ni;Espagne;H;37;Yes
15580560;2019-03-01 00:00:00;Harris;France;F;73;Yes
15588419;2010-06-01 00:00:00;Johnston;Allemagne;F;34;No
15667190;2019-01-01 00:00:00;Yuan;Espagne;F;21;Yes
15686936;2015-03-01 00:00:00;McGregor;France;F;37;Yes
15749905;2014-06-01 00:00:00;Carr;Espagne;F;47;No
15628893;2012-03-01 00:00:00;Power;France;H;29;No
15592531;2013-03-01 00:00:00;Bartlett;France;H;50;Yes
15594515;2013-01-01 00:00:00;Cheng;France;F;44;No
15656426;2017-06-01 00:00:00;Tyler;France;F;42;No
15713975;2010-03-01 00:00:00;Gibson;Allemagne;F;47;No
15613085;2017-04-01 00:00:00;Ibrahimova;Espagne;F;33;Yes
15764335;2012-04-01 00:00:00;Caldwell;Allemagne;F;41;No
15790630;2016-02-01 00:00:00;Olisaemeka;France;F;48;No
15799635;2018-02-01 00:00:00;Arbour;Espagne;H;51;No
15733114;2011-03-01 00:00:00;Hay;Espagne;H;45;No
15649451;2011-02-01 00:00:00;Yates;France;H;25;Yes
15757188;2016-03-01 00:00:00;Chimaijem;Espagne;F;26;Yes
15778838;2011-02-01 00:00:00;Warren;France;H;38;No
15733872;2010-04-01 00:00:00;Marino;Allemagne;F;33;No
15791268;2020-01-01 00:00:00;Neumann;Espagne;H;38;No
15639946;2012-05-01 00:00:00;Sazonova;Allemagne;F;39;No
15756824;2015-02-01 00:00:00;Giordano;Allemagne;F;50;No
15612187;2012-03-01 00:00:00;Morin;Allemagne;H;32;No
15684147;2015-01-01 00:00:00;Palerma;France;H;43;Yes
15754929;2010-02-01 00:00:00;Douglas;France;H;31;No
15681075;2019-04-01 00:00:00;Chukwualuka;France;F;58;Yes
15633640;2016-06-01 00:00:00;Loewenthal;France;F;52;Yes
15753213;2013-04-01 00:00:00;Lees;France;F;34;No
15750638;2015-04-01 00:00:00;Obiajulu;Allemagne;F;33;No
15795290;2018-04-01 00:00:00;Nikitina;France;F;42;No
15772243;2011-02-01 00:00:00;MacDonald;France;F;33;No
15637131;2011-05-01 00:00:00;Fallaci;France;H;38;No
15660417;2010-01-01 00:00:00;Lambert;Allemagne;F;43;No
15758813;2020-05-01 00:00:00;Campbell;Allemagne;H;39;No
15770525;2019-05-01 00:00:00;T'an;Espagne;H;28;No
15668445;2018-01-01 00:00:00;Mai;France;H;37;Yes
15773868;2017-03-01 00:00:00;Belov;Allemagne;F;37;No
15810910;2011-02-01 00:00:00;Royston;Espagne;F;38;Yes
15794266;2011-01-01 00:00:00;Cross;France;H;32;No
15656613;2017-06-01 00:00:00;McGregor;France;F;34;No
15689322;2017-01-01 00:00:00;Bevan;Espagne;H;31;No
15647207;2013-06-01 00:00:00;Onwuemelie;France;H;26;No
15814033;2019-01-01 00:00:00;Milano;Espagne;H;38;No
15649211;2012-02-01 00:00:00;Fokina;Espagne;H;40;No
15685997;2015-02-01 00:00:00;Azubuike;Espagne;F;39;No
15785975;2013-06-01 00:00:00;Mason;Espagne;F;60;Yes
15578462;2011-01-01 00:00:00;Hs?;Espagne;F;76;Yes
15750649;2017-06-01 00:00:00;Uwakwe;France;F;44;Yes
15611247;2010-01-01 00:00:00;McKenzie;France;F;106;No
15592461;2016-02-01 00:00:00;Jackson;Allemagne;H;26;Yes
15712287;2016-02-01 00:00:00;Pokrovskii;France;F;80;Yes
15715907;2011-02-01 00:00:00;Onwubiko;France;H;64;No
15743545;2018-04-01 00:00:00;Nworie;Espagne;F;29;No
15777217;2010-05-01 00:00:00;Somadina;Espagne;H;25;Yes
15688760;2017-06-01 00:00:00;Obialo;Allemagne;F;37;Yes
15762729;2019-05-01 00:00:00;Ukaegbunam;Allemagne;F;28;No
15723437;2018-01-01 00:00:00;Sal;France;F;35;Yes
15632551;2016-03-01 00:00:00;Buccho;Allemagne;H;31;No
15807194;2015-06-01 00:00:00;Iweobiegbulam;Espagne;H;34;No
15577695;2018-03-01 00:00:00;Zito;France;H;41;No
15606149;2011-03-01 00:00:00;Wood;Allemagne;F;66;Yes
15801994;2011-01-01 00:00:00;Buccho;France;H;31;No
15672357;2013-02-01 00:00:00;Sochima;Espagne;H;38;No
15615456;2010-03-01 00:00:00;Aleksandrova;France;F;37;No
15713983;2015-05-01 00:00:00;Mao;Allemagne;H;34;No
15582591;2016-03-01 00:00:00;Chiabuotu;Espagne;H;59;Yes
15779862;2017-01-01 00:00:00;Lyons;Allemagne;F;31;Yes
15620988;2018-04-01 00:00:00;Murray;France;H;46;No
15611961;2013-01-01 00:00:00;Stewart;France;H;35;No
15681342;2019-03-01 00:00:00;Hurst;France;F;35;Yes
15680998;2015-05-01 00:00:00;Nwankwo;France;H;44;Yes
15669169;2010-03-01 00:00:00;Hargreaves;Espagne;H;29;Yes
15697000;2015-03-01 00:00:00;Mello;Allemagne;H;32;Yes
15792607;2018-04-01 00:00:00;Little;France;F;38;No
15754796;2016-03-01 00:00:00;Byrne;Allemagne;F;46;Yes
15672966;2011-06-01 00:00:00;Cross;Espagne;F;64;Yes
15810834;2018-03-01 00:00:00;Gordon;Espagne;F;57;Yes
